locus_tag	product	type	gene_symbol	locus	start_coord	end_coord	note	gene_len	5GB1C_CH4_500ppm-Rep1_tpm	5GB1C_CH4_500ppm-Rep2_tpm	5GB1C_CH4_1000ppm-Rep1_tpm	5GB1C_CH4_1000ppm-Rep2_tpm
EQU24_RS07040	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	CDS	glnE	NZ_CP035467.1	1545162	1548033	Derived by automated computational analysis using gene prediction method: Protein Homology.	2872	23.41620471167792	24.34705808001089	25.94218647042244	29.76892861061406
EQU24_RS07045	branched-chain amino acid transaminase	CDS		NZ_CP035467.1	1548070	1548991	Derived by automated computational analysis using gene prediction method: Protein Homology.	922	159.23843658228978	163.33711672468283	179.98696938637585	198.27559135528145
EQU24_RS07055	O-antigen ligase family protein	CDS		NZ_CP035467.1	1550224	1551496	Derived by automated computational analysis using gene prediction method: Protein Homology.	1273	21.27411322725473	20.6489815561454	18.692369150226007	22.64881516329401
EQU24_RS07060	OadG family protein	CDS		NZ_CP035467.1	1551999	1552263	Derived by automated computational analysis using gene prediction method: Protein Homology.	265	197.82020636830796	194.7022344949708	162.36904337976534	204.29044474656325
EQU24_RS07065	O-acetyl-ADP-ribose deacetylase	CDS		NZ_CP035467.1	1552539	1553064	Derived by automated computational analysis using gene prediction method: Protein Homology.	526	6.06014404098881	5.729520251719735	5.874694601980309	6.325139011635062
EQU24_RS07070	peptide-methionine (R)-S-oxide reductase MsrB	CDS	msrB	NZ_CP035467.1	1553060	1553450	Derived by automated computational analysis using gene prediction method: Protein Homology.	391	42.141243418857634	44.91793379542972	45.44249059767122	49.719656276529456
EQU24_RS07075	M18 family aminopeptidase	CDS		NZ_CP035467.1	1553449	1554748	Derived by automated computational analysis using gene prediction method: Protein Homology.	1300	32.366763157995	32.83788514158517	37.36578892982138	42.66282976372011
EQU24_RS07080	EAL domain-containing protein	CDS		NZ_CP035467.1	1554840	1557219	Derived by automated computational analysis using gene prediction method: Protein Homology.	2380	29.51998551763841	31.075409184458184	30.04768766050097	33.43877744425704
EQU24_RS07085	alpha-ketoglutarate-dependent dioxygenase AlkB	CDS		NZ_CP035467.1	1557253	1557922	Derived by automated computational analysis using gene prediction method: Protein Homology.	670	24.763067796524503	26.09299584171449	21.76797409210408	27.54399327490937
EQU24_RS07090	peptide-methionine (S)-S-oxide reductase MsrA	CDS	msrA	NZ_CP035467.1	1558795	1559428	Derived by automated computational analysis using gene prediction method: Protein Homology.	634	98.9539722149717	93.4245542543519	63.69620362850684	82.33285127835663
EQU24_RS07095	Hsp33 family molecular chaperone HslO	CDS	hslO	NZ_CP035467.1	1559517	1560387	Derived by automated computational analysis using gene prediction method: Protein Homology.	871	36.91281799962548	32.83731960140102	23.55256980100721	25.67261521718403
EQU24_RS07100	hypothetical protein	CDS		NZ_CP035467.1	1560386	1561163	Derived by automated computational analysis using gene prediction method: Protein Homology.	778	56.1418826600938	54.421545994578445	43.01368774417835	46.77453197819016
EQU24_RS07110	phosphoadenylyl-sulfate reductase	CDS		NZ_CP035467.1	1561500	1562229	Derived by automated computational analysis using gene prediction method: Protein Homology.	730	47.99736668935599	47.62068791470772	51.02275730022282	59.2715624627585
EQU24_RS07115	glutamate--cysteine ligase	CDS	gshA	NZ_CP035467.1	1562255	1563842	Derived by automated computational analysis using gene prediction method: Protein Homology.	1588	51.79883639433864	50.25680551868811	45.661828884768646	55.19592920723246
EQU24_RS07130	DNA helicase RecQ	CDS	recQ	NZ_CP035467.1	1564893	1567029	Derived by automated computational analysis using gene prediction method: Protein Homology.	2137	29.696985983327465	31.444837788308543	34.674064217014426	37.07148972462059
EQU24_RS07135	elongation factor P-like protein YeiP	CDS	yeiP	NZ_CP035467.1	1567289	1567856	Derived by automated computational analysis using gene prediction method: Protein Homology.	568	66.0303801660168	71.1363471518284	71.03026663079153	78.95607742360554
EQU24_RS07140	NUDIX hydrolase	CDS		NZ_CP035467.1	1567902	1568340	Derived by automated computational analysis using gene prediction method: Protein Homology.	439	80.87599308882635	82.24719175127225	80.26118232836328	90.0175776113092
EQU24_RS07150	endonuclease/exonuclease/phosphatase family protein	CDS		NZ_CP035467.1	1568697	1569456	Derived by automated computational analysis using gene prediction method: Protein Homology.	760	20.957648069247387	20.699196924410124	18.21839122038216	21.937346947838364
EQU24_RS07155	CDP-alcohol phosphatidyltransferase family protein	CDS		NZ_CP035467.1	1569461	1570055	Derived by automated computational analysis using gene prediction method: Protein Homology.	595	31.16857489697093	32.279590698024016	27.77913004510702	33.40745973017558
EQU24_RS07165	ammonium transporter	CDS		NZ_CP035467.1	1570316	1571609	Derived by automated computational analysis using gene prediction method: Protein Homology.	1294	223.97285968643183	250.62891453536488	289.78280387269643	334.4675318639175
EQU24_RS07170	P-II family nitrogen regulator	CDS		NZ_CP035467.1	1571891	1572230	Derived by automated computational analysis using gene prediction method: Protein Homology.	340	534.2148260761505	575.4557669297304	632.8116499739989	703.6093881384814
EQU24_RS07175	ammonium transporter	CDS		NZ_CP035467.1	1572406	1573663	Derived by automated computational analysis using gene prediction method: Protein Homology.	1258	553.6161962423015	620.1066954073277	788.2254401931967	819.5826538194749
EQU24_RS07180	P-II family nitrogen regulator	CDS	glnK	NZ_CP035467.1	1573686	1574025	Derived by automated computational analysis using gene prediction method: Protein Homology.	340	360.7013383496789	407.39718444269937	518.5063082398567	534.3385670606116
EQU24_RS07185	glutamate--ammonia ligase	CDS	glnA	NZ_CP035467.1	1574530	1575940	Derived by automated computational analysis using gene prediction method: Protein Homology.	1411	1264.6439304200003	1266.4439544831794	1545.6854356827505	1676.045506089997
EQU24_RS07190	nitrogen regulation protein NR(II)	CDS	glnL	NZ_CP035467.1	1576594	1577644	Derived by automated computational analysis using gene prediction method: Protein Homology.	1051	52.48738321669072	55.33012116688682	48.18521366596888	55.61683072801492
EQU24_RS07195	nitrogen regulation protein NR(I)	CDS	ntrC	NZ_CP035467.1	1577636	1579046	Derived by automated computational analysis using gene prediction method: Protein Homology.	1411	80.49490649048852	84.8195353617931	79.63115110624618	100.46606050578932
EQU24_RS07200	transketolase	CDS		NZ_CP035467.1	1579173	1581078	Derived by automated computational analysis using gene prediction method: Protein Homology.	1906	355.4915887806976	371.9436380459779	443.39662768417287	487.3771080872889
EQU24_RS07205	efflux RND transporter permease subunit	CDS		NZ_CP035467.1	1581742	1584811	Derived by automated computational analysis using gene prediction method: Protein Homology.	3070	28.517441654657397	28.63034705867408	30.736915459974387	34.46497278085305
EQU24_RS07210	efflux RND transporter periplasmic adaptor subunit	CDS		NZ_CP035467.1	1584807	1585866	Derived by automated computational analysis using gene prediction method: Protein Homology.	1060	34.262561450037914	31.44351526093708	30.721497997670895	37.50460101783862
EQU24_RS07215	hypothetical protein	CDS		NZ_CP035467.1	1586019	1586670	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	652	37.49037425901915	37.21863952356088	29.7709891926242	35.48573851926669
EQU24_RS07220	EAL domain-containing protein	CDS		NZ_CP035467.1	1587277	1589386	Derived by automated computational analysis using gene prediction method: Protein Homology.	2110	48.15168672331473	50.060778902501525	55.16005043278595	63.18071530703537
EQU24_RS07225	response regulator	CDS		NZ_CP035467.1	1589378	1589852	Derived by automated computational analysis using gene prediction method: Protein Homology.	475	37.07860104877456	36.89913202944093	36.35188987591152	41.298025223486
EQU24_RS07230	PAS domain S-box protein	CDS		NZ_CP035467.1	1589867	1592072	Derived by automated computational analysis using gene prediction method: Protein Homology.	2206	24.01493720731333	23.68941230357936	27.30531250738841	29.87313192748482
EQU24_RS07235	GAF domain-containing protein	CDS		NZ_CP035467.1	1592068	1595227	Derived by automated computational analysis using gene prediction method: Protein Homology.	3160	18.88896443150678	17.495571311427646	18.45607343476847	20.825523049450776
EQU24_RS07240	sterol desaturase family protein	CDS		NZ_CP035467.1	1596550	1597597	Derived by automated computational analysis using gene prediction method: Protein Homology.	1048	41.63828199318966	37.95660131845259	30.891011075011807	34.47814630532821
EQU24_RS07250	hypothetical protein	CDS		NZ_CP035467.1	1598612	1599434	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	823	415.8106151109682	484.89718367971886	509.55137438190656	580.501903321126
EQU24_RS07255	EAL domain-containing protein	CDS		NZ_CP035467.1	1600024	1603360	Derived by automated computational analysis using gene prediction method: Protein Homology.	3337	34.735010330207906	36.06997484148538	35.62714787176898	39.714917477659206
EQU24_RS07260	NAD(P)H-quinone oxidoreductase	CDS		NZ_CP035467.1	1603416	1604385	Derived by automated computational analysis using gene prediction method: Protein Homology.	970	37.20645014767425	36.17525755463656	39.95201634566982	39.97848555745061
EQU24_RS07265	sulfurtransferase	CDS		NZ_CP035467.1	1604391	1605243	Derived by automated computational analysis using gene prediction method: Protein Homology.	853	63.97814881114468	65.34908141204666	72.13379953728479	77.01063608732984
EQU24_RS07275	NAD+ synthase	CDS		NZ_CP035467.1	1605826	1607446	Derived by automated computational analysis using gene prediction method: Protein Homology.	1621	39.86643066360071	40.72511607197539	40.330514616369776	46.13416659049172
EQU24_RS07280	CsiV family protein	CDS		NZ_CP035467.1	1607461	1608004	Derived by automated computational analysis using gene prediction method: Protein Homology.	544	50.54521681102464	53.88477081505218	57.341494402865	63.69329072096949
EQU24_RS07285	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	CDS	miaB	NZ_CP035467.1	1608338	1609694	Derived by automated computational analysis using gene prediction method: Protein Homology.	1357	95.2560925970172	99.3552907203933	105.04594714264285	122.62988366194756
EQU24_RS07290	PhoH family protein	CDS		NZ_CP035467.1	1609701	1610679	Derived by automated computational analysis using gene prediction method: Protein Homology.	979	65.96733291624774	71.23713049606208	65.5554433388264	83.67581952299982
EQU24_RS07295	rRNA maturation RNase YbeY	CDS	ybeY	NZ_CP035467.1	1610678	1611140	Derived by automated computational analysis using gene prediction method: Protein Homology.	463	68.01901670457164	73.1092440108159	56.21611314009966	76.76800014335659
EQU24_RS07300	CBS domain-containing protein	CDS		NZ_CP035467.1	1611136	1611994	Derived by automated computational analysis using gene prediction method: Protein Homology.	859	74.92333361908806	79.3016259072775	69.00115108290994	82.63740153111671
EQU24_RS07310	hypothetical protein	CDS		NZ_CP035467.1	1612638	1613529	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	892	77.68329605485647	78.06968117215538	69.30830757180051	83.8911615971927
EQU24_RS07330	MliC family protein	CDS		NZ_CP035467.1	1615392	1615809	Derived by automated computational analysis using gene prediction method: Protein Homology.	418	211.8394578084918	203.23704932483736	183.43292960536385	216.2083574416096
EQU24_RS07335	META domain-containing protein	CDS		NZ_CP035467.1	1616150	1616948	Derived by automated computational analysis using gene prediction method: Protein Homology.	799	54.990665943512894	55.45159791658391	49.50649636190064	61.789789306884686
EQU24_RS07340	pyridoxal phosphate-dependent aminotransferase	CDS		NZ_CP035467.1	1617248	1618424	Derived by automated computational analysis using gene prediction method: Protein Homology.	1177	156.21222967543764	158.61123755221053	148.6449336492097	184.5816286656656
EQU24_RS07345	excinuclease ABC subunit UvrB	CDS	uvrB	NZ_CP035467.1	1618513	1620523	Derived by automated computational analysis using gene prediction method: Protein Homology.	2011	27.155466419199573	27.51629233920968	26.07354186043123	29.445843225527472
EQU24_RS07350	transglutaminase family protein	CDS		NZ_CP035467.1	1621373	1622216	Derived by automated computational analysis using gene prediction method: Protein Homology.	844	61.42398359945336	65.74881000506602	61.386175746041694	70.24495127819787
EQU24_RS07355	EAL domain-containing protein	CDS		NZ_CP035467.1	1622602	1627132	Derived by automated computational analysis using gene prediction method: Protein Homology.	4531	44.21404488130152	43.20315114901501	44.67960701930126	50.3094027448648
EQU24_RS07360	GAF domain-containing protein	CDS		NZ_CP035467.1	1627178	1628657	Derived by automated computational analysis using gene prediction method: Protein Homology.	1480	54.05882847416603	54.42948750964419	53.046381064771886	63.30995170504204
EQU24_RS07365	biliverdin-producing heme oxygenase	CDS		NZ_CP035467.1	1628653	1629256	Derived by automated computational analysis using gene prediction method: Protein Homology.	604	35.40673334598888	31.479801846309027	34.30137492106619	36.98200629704117
EQU24_RS07375	tRNA-Val	tRNA			1630411	1630488		78	69.24153570384905	57.58313017414932	45.439289520565154	53.20908823107018
EQU24_RS07380	threonine--tRNA ligase	CDS	thrS	NZ_CP035467.1	1630550	1632458	Derived by automated computational analysis using gene prediction method: Protein Homology.	1909	105.10467585770236	106.47156187122664	113.72446345012496	131.99917615136803
EQU24_RS07385	translation initiation factor IF-3	CDS	infC	NZ_CP035467.1	1632501	1633005	Derived by automated computational analysis using gene prediction method: Protein Homology.	505	1167.8606559446932	1206.209322447554	1190.076086373977	1334.6199175893212
EQU24_RS07390	50S ribosomal protein L35	CDS	rpmI	NZ_CP035467.1	1633153	1633348	Derived by automated computational analysis using gene prediction method: Protein Homology.	196	1722.6296781512474	1834.5154338616744	1725.3330993002846	1970.2472165011147
EQU24_RS07395	50S ribosomal protein L20	CDS	rplT	NZ_CP035467.1	1633366	1633729	Derived by automated computational analysis using gene prediction method: Protein Homology.	364	625.2812549686221	630.3839566842868	703.1739770862957	787.9723017141586
EQU24_RS07400	phenylalanine--tRNA ligase subunit alpha	CDS	pheS	NZ_CP035467.1	1633942	1634962	Derived by automated computational analysis using gene prediction method: Protein Homology.	1021	84.62592582099028	79.5610451173486	88.15190720561263	107.33777721466616
EQU24_RS07405	phenylalanine--tRNA ligase subunit beta	CDS	pheT	NZ_CP035467.1	1634976	1637352	Derived by automated computational analysis using gene prediction method: Protein Homology.	2377	55.40320314350697	52.41598033210332	61.85692988011629	67.86134337812872
EQU24_RS07410	integration host factor subunit alpha	CDS	ihfA	NZ_CP035467.1	1637356	1637653	Derived by automated computational analysis using gene prediction method: Protein Homology.	298	11.357702596773908	11.645935411976575	9.13022383735569	10.345928181458326
EQU24_RS07415	MerR family transcriptional regulator	CDS		NZ_CP035467.1	1637636	1637990	Derived by automated computational analysis using gene prediction method: Protein Homology.	355	386.44380370019513	363.2013908531698	349.7573671935046	376.61279471666654
EQU24_RS07420	tRNA-Pro	tRNA			1638088	1638165		78	348.66635109222256	330.8590021870613	233.40013503437595	293.5404230739366
EQU24_RS07425	hypothetical protein	CDS		NZ_CP035467.1	1638407	1638620	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	214	167.16861981533248	149.55431483895194	108.8528962411506	142.70793157566126
EQU24_RS07430	aminoacyl-tRNA hydrolase	CDS	pth	NZ_CP035467.1	1639320	1639902	Derived by automated computational analysis using gene prediction method: Protein Homology.	583	82.5302899543838	74.17586429588982	59.73786403234661	76.83744745771608
EQU24_RS07435	hypothetical protein	CDS		NZ_CP035467.1	1640108	1640702	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	595	156.72270289865958	153.58582592086174	143.88933051099346	167.45297012868645
EQU24_RS07440	Bax inhibitor-1/YccA family protein	CDS		NZ_CP035467.1	1640694	1641363	Derived by automated computational analysis using gene prediction method: Protein Homology.	670	471.7979430511217	376.1963022404564	431.3429231766583	442.3928392966259
EQU24_RS07445	DUF4007 family protein	CDS		NZ_CP035467.1	1641686	1642622	Derived by automated computational analysis using gene prediction method: Protein Homology.	937	8.712334523357159	8.043285118477307	7.99095434366733	9.108207325870348
EQU24_RS07450	hypothetical protein	CDS		NZ_CP035467.1	1642621	1646017	Derived by automated computational analysis using gene prediction method: Protein Homology.	3397	7.111760641635346	6.982699696475066	7.332198565737205	8.894391716553104
EQU24_RS07455	2-oxoisovalerate dehydrogenase E1 subunit beta	CDS		NZ_CP035467.1	1646827	1647034	Derived by automated computational analysis using gene prediction method: Protein Homology.	208	17.343609231002496	18.084432706736823	18.08048376432069	18.35713543971921
EQU24_RS07465	DUF4351 domain-containing protein	CDS		NZ_CP035467.1	1647468	1648395	Derived by automated computational analysis using gene prediction method: Protein Homology.	928	25.50801188203154	23.67865449087538	23.21738465478309	26.10371965734328
EQU24_RS07470	nucleotidyltransferase domain-containing protein	CDS		NZ_CP035467.1	1648476	1648758	Derived by automated computational analysis using gene prediction method: Protein Homology.	283	43.02195646700973	39.82774508478113	39.44654515244593	48.38984207438923
EQU24_RS07475	hypothetical protein	CDS		NZ_CP035467.1	1648783	1649131	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	349	20.272196146898484	18.92585603229246	17.610950416453203	19.96885648867853
EQU24_RS07480	phosphoadenosine phosphosulfate reductase family protein	CDS		NZ_CP035467.1	1649694	1650345	Derived by automated computational analysis using gene prediction method: Protein Homology.	652	38.08659522369821	40.041459387776335	32.22532178077625	36.50421922651172
EQU24_RS07485	IS66 family transposase	CDS		NZ_CP035467.1	1650361	1651942	Derived by automated computational analysis using gene prediction method: Protein Homology.	1582	1.182753652747064	1.3643616319356202	1.2851940127840566	1.2849585021358056
EQU24_RS07490	DUF4007 family protein	CDS		NZ_CP035467.1	1652175	1653531	Derived by automated computational analysis using gene prediction method: Protein Homology.	1357	4.270271924434228	3.983055530075552	4.13514999025024	4.406656446104964
EQU24_RS07495	hypothetical protein	CDS		NZ_CP035467.1	1653551	1653761	Derived by automated computational analysis using gene prediction method: Protein Homology.	211	21.125625233165323	18.25176778707449	19.33216938946291	19.717881060546773
EQU24_RS07500	type II toxin-antitoxin system PemK/MazF family toxin	CDS		NZ_CP035467.1	1653733	1654084	Derived by automated computational analysis using gene prediction method: Protein Homology.	352	9.438629553418483	10.16466463879196	8.416904867506972	9.817521010352376
EQU24_RS07505	hypothetical protein	CDS		NZ_CP035467.1	1654080	1654557	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	478	13.977149034959304	12.141323859059654	13.089083744039328	14.274992892827733
EQU24_RS07510	hypothetical protein	CDS		NZ_CP035467.1	1654569	1658187	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	3619	15.129806880747743	15.119450951549489	15.040926383976368	17.41093087793394
EQU24_RS07515	PglZ domain-containing protein	CDS		NZ_CP035467.1	1658190	1660464	Derived by automated computational analysis using gene prediction method: Protein Homology.	2275	11.457604048960468	12.351544515349504	12.024891878598831	14.190910369787552
EQU24_RS07520	BREX system Lon protease-like protein BrxL	CDS	brxL	NZ_CP035467.1	1660460	1661864	Derived by automated computational analysis using gene prediction method: Protein Homology.	1405	10.820051153415864	11.094727446574634	11.33512111486395	11.762775351302496
EQU24_RS07525	hypothetical protein	CDS		NZ_CP035467.1	1662635	1663172	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	538	34.673137849460055	32.012231066433976	30.067431659292915	27.98569557956501
EQU24_RS07530	hypothetical protein	CDS		NZ_CP035467.1	1663471	1663705	Derived by automated computational analysis using gene prediction method: Protein Homology.	235	88.11350896670234	84.73995049314388	82.47222364209574	88.31886135050215
EQU24_RS07535	type II toxin-antitoxin system RelE/ParE family toxin	CDS		NZ_CP035467.1	1663691	1663955	Derived by automated computational analysis using gene prediction method: Protein Homology.	265	47.01995017890176	43.34414437420588	41.16488522107102	45.48879168960961
EQU24_RS07545	BrnT family toxin	CDS		NZ_CP035467.1	1665351	1665645	Derived by automated computational analysis using gene prediction method: Protein Homology.	295	125.8714213833411	120.102819078878	114.4610768481294	135.33653369979834
EQU24_RS07550	BrnA antitoxin family protein	CDS		NZ_CP035467.1	1665637	1665847	Derived by automated computational analysis using gene prediction method: Protein Homology.	211	105.35791468028611	96.79803822889156	77.40914444396803	91.52436648625132
EQU24_RS07555	Uma2 family endonuclease	CDS		NZ_CP035467.1	1666488	1666779	Derived by automated computational analysis using gene prediction method: Protein Homology.	292	9.585272933525236	8.511362164325257	6.425087956324355	8.493223655692434
EQU24_RS07565	AAA family ATPase	CDS		NZ_CP035467.1	1667122	1667383	Derived by automated computational analysis using gene prediction method: Protein Homology.	262	76.42175238849822	71.34114776684504	52.3936173156356	66.9713341641987
EQU24_RS07570	hypothetical protein	CDS		NZ_CP035467.1	1667606	1667828	Derived by automated computational analysis using gene prediction method: Protein Homology.	223	62.825327021101664	63.19472359302243	34.09026539267963	50.425094461191215
EQU24_RS07575	type II toxin-antitoxin system RelE/ParE family toxin	CDS		NZ_CP035467.1	1667820	1668105	Derived by automated computational analysis using gene prediction method: Protein Homology.	286	48.78682972817003	45.986128882845065	34.78814196065478	38.65408272311288
EQU24_RS07580	ATP-binding protein	CDS		NZ_CP035467.1	1668211	1669750	Derived by automated computational analysis using gene prediction method: Protein Homology.	1540	32.78509132332496	31.72727505778196	26.52892651649762	30.17746458240975
EQU24_RS07585	HigA family addiction module antitoxin	CDS		NZ_CP035467.1	1669973	1670288	Derived by automated computational analysis using gene prediction method: Protein Homology.	316	56.981818717483975	50.675654470812624	45.11932362983064	50.15537315966369
EQU24_RS07590	curli production assembly protein CsgG	CDS		NZ_CP035467.1	1670665	1671349	Derived by automated computational analysis using gene prediction method: Protein Homology.	685	24.523476389959832	24.92018483740146	30.641878335551706	31.446642481043053
EQU24_RS07595	DUF4810 domain-containing protein	CDS		NZ_CP035467.1	1671351	1671750	Derived by automated computational analysis using gene prediction method: Protein Homology.	400	11.208556655323164	13.187857260522271	12.521653315786876	14.102580180753234
EQU24_RS07600	DUF799 family lipoprotein	CDS		NZ_CP035467.1	1671746	1672376	Derived by automated computational analysis using gene prediction method: Protein Homology.	631	24.478256429642304	24.739274663162007	27.2638324364792	27.619507602611662
EQU24_RS07605	PD-(D/E)XK nuclease domain-containing protein	CDS		NZ_CP035467.1	1672472	1672913	Derived by automated computational analysis using gene prediction method: Protein Homology.	442	19.82964381989535	20.0093863281822	13.098807518010045	19.116945889309346
EQU24_RS07610	HigA family addiction module antitoxin	CDS		NZ_CP035467.1	1672976	1673291	Derived by automated computational analysis using gene prediction method: Protein Homology.	316	21.765939389205883	19.669409509364638	17.5023753169602	20.87484214233972
EQU24_RS07615	CopG family antitoxin	CDS		NZ_CP035467.1	1673301	1673574	Derived by automated computational analysis using gene prediction method: Protein Homology.	274	28.696477694823407	26.819270276872896	21.0682277736857	28.26636706183722
EQU24_RS07625	hypothetical protein	CDS		NZ_CP035467.1	1674041	1674374	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	334	22.470651811163258	18.582566781293643	17.652061763552187	21.240979589287928
EQU24_RS07630	DNA phosphorothioation-associated putative methyltransferase	CDS		NZ_CP035467.1	1674541	1677067	Derived by automated computational analysis using gene prediction method: Protein Homology.	2527	10.438083920285578	10.673247000997128	10.617449593084698	12.376214851831628
EQU24_RS07635	aminotransferase class V-fold PLP-dependent enzyme	CDS		NZ_CP035467.1	1677077	1678268	Derived by automated computational analysis using gene prediction method: Protein Homology.	1192	15.362466797244345	16.270498796538885	14.069233378078136	18.386760825784044
EQU24_RS07640	group II truncated hemoglobin	CDS		NZ_CP035467.1	1678661	1679063	Derived by automated computational analysis using gene prediction method: Protein Homology.	403	5.530405613148738	6.111482635149157	4.444747192044464	5.615853209483325
EQU24_RS07645	DUF45 domain-containing protein	CDS		NZ_CP035467.1	1679333	1679972	Derived by automated computational analysis using gene prediction method: Protein Homology.	640	47.47439242305231	47.29940316273905	45.00632383523821	51.19067205250892
EQU24_RS07650	redoxin domain-containing protein	CDS		NZ_CP035467.1	1679978	1680461	Derived by automated computational analysis using gene prediction method: Protein Homology.	484	11.362230555866695	12.148098460105896	10.120456595053968	12.348026425854966
EQU24_RS07655	fused MFS/spermidine synthase	CDS		NZ_CP035467.1	1680478	1682956	Derived by automated computational analysis using gene prediction method: Protein Homology.	2479	19.74990403387206	18.88584622321701	19.08456086827801	18.79325845237293
EQU24_RS07660	antibiotic biosynthesis monooxygenase	CDS		NZ_CP035467.1	1683698	1683995	Derived by automated computational analysis using gene prediction method: Protein Homology.	298	60.44106665205105	62.43724082162925	66.76031064849629	74.25193071769706
EQU24_RS07665	iron-containing alcohol dehydrogenase	CDS		NZ_CP035467.1	1683998	1685192	Derived by automated computational analysis using gene prediction method: Protein Homology.	1195	31.376476685460236	34.28799793530735	33.51302717096636	39.368927767588055
EQU24_RS07670	polyphosphate kinase 1	CDS	ppk1	NZ_CP035467.1	1685229	1687404	Derived by automated computational analysis using gene prediction method: Protein Homology.	2176	46.98894872908025	62.86762387828555	40.01771525631975	60.05305131289218
EQU24_RS07680	copper(I)-binding protein CorA	CDS	corA	NZ_CP035467.1	1690300	1691008	Derived by automated computational analysis using gene prediction method: Protein Homology.	709	585.0377318574868	978.9623644623316	554.4238819384625	895.5377642018058
EQU24_RS07685	diguanylate cyclase	CDS		NZ_CP035467.1	1692193	1693855	Derived by automated computational analysis using gene prediction method: Protein Homology.	1663	53.65165517147656	51.883985248853385	55.07041428935202	61.53419783407759
EQU24_RS07690	response regulator	CDS		NZ_CP035467.1	1693832	1694240	Derived by automated computational analysis using gene prediction method: Protein Homology.	409	43.17599957565869	42.24038365228449	37.96295870800912	48.45927241123163
EQU24_RS07695	PAS domain S-box protein	CDS		NZ_CP035467.1	1694326	1697878	Derived by automated computational analysis using gene prediction method: Protein Homology.	3553	26.68598896587616	26.681767119515587	28.461588306402	32.256155718296824
EQU24_RS07700	PAS domain S-box protein	CDS		NZ_CP035467.1	1697874	1700814	Derived by automated computational analysis using gene prediction method: Protein Homology.	2941	23.51361954984784	22.60189535975401	22.52496191189274	27.1789374580574
EQU24_RS07705	response regulator	CDS		NZ_CP035467.1	1700810	1701878	Derived by automated computational analysis using gene prediction method: Protein Homology.	1069	46.740451573158566	46.44772538785465	51.23730855287338	58.58178299407946
EQU24_RS07710	PAS domain S-box protein	CDS		NZ_CP035467.1	1701867	1705674	Derived by automated computational analysis using gene prediction method: Protein Homology.	3808	23.804639741699475	24.22121741690956	27.038326492045496	31.70740609191232
EQU24_RS07715	PAS domain S-box protein	CDS		NZ_CP035467.1	1705670	1709927	Derived by automated computational analysis using gene prediction method: Protein Homology.	4258	33.00270017828356	32.919662097660826	36.7681700567214	41.18839721205609
EQU24_RS07720	FprA family A-type flavoprotein	CDS		NZ_CP035467.1	1710059	1710788	Derived by automated computational analysis using gene prediction method: Protein Homology.	730	81.9008320653434	82.4758661616959	86.83462763778091	107.15385123640814
EQU24_RS07725	hypothetical protein	CDS		NZ_CP035467.1	1710813	1711434	Derived by automated computational analysis using gene prediction method: Protein Homology.	622	57.50627249661555	56.24920366224322	49.87779393159642	61.59963665175336
EQU24_RS07730	ATP-binding protein	CDS		NZ_CP035467.1	1711531	1712491	Derived by automated computational analysis using gene prediction method: Protein Homology.	961	34.91208566698074	36.22980101746048	30.66644525353473	41.37176387737728
EQU24_RS07740	STAS domain-containing protein	CDS		NZ_CP035467.1	1712856	1713165	Derived by automated computational analysis using gene prediction method: Protein Homology.	310	64.75590516661066	70.66651812089923	66.46266287023455	84.1100122608365
EQU24_RS07745	methyl-accepting chemotaxis protein	CDS		NZ_CP035467.1	1713215	1714421	Derived by automated computational analysis using gene prediction method: Protein Homology.	1207	41.92466436190432	44.95858321731296	47.79163033759107	57.52594912546815
EQU24_RS07750	chemotaxis response regulator protein-glutamate methylesterase	CDS		NZ_CP035467.1	1714431	1715472	Derived by automated computational analysis using gene prediction method: Protein Homology.	1042	48.76237599641995	50.195416546767554	49.46906466277882	63.41296104516732
EQU24_RS07755	chemoreceptor glutamine deamidase CheD	CDS	cheD	NZ_CP035467.1	1715482	1716115	Derived by automated computational analysis using gene prediction method: Protein Homology.	634	38.988061260178455	45.26079561970871	42.1851775344988	54.2294914501696
EQU24_RS07760	chemotaxis protein CheR	CDS		NZ_CP035467.1	1716117	1716975	Derived by automated computational analysis using gene prediction method: Protein Homology.	859	63.64591471483779	71.15876897412161	64.47980668009825	86.80634642508342
EQU24_RS07765	STAS domain-containing protein	CDS		NZ_CP035467.1	1716983	1717322	Derived by automated computational analysis using gene prediction method: Protein Homology.	340	44.45311282818408	51.77416048248581	49.07539300534218	63.77425412953238
